PERIOD,GAME_CLOCK,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,CLOSE_DEF_DIST
3,62,4.0,0,0.9,22.5,3,10.2
4,152,22.0,0,0.8,25.1,3,4.6
4,51,3.7,15,16.5,24.0,3,3.6
3,441,10.8,0,1.0,16.9,2,5.2
4,540,1.5,4,3.3,7.5,2,2.1
3,44,16.5,0,0.7,3.6,2,2.1
4,386,14.0,0,0.8,23.1,3,7.4
3,552,0.8,1,2.0,24.1,2,1.6
1,440,7.7,1,4.0,7.2,2,1.6
1,426,24.0,0,0.0,2.3,2,1.6
3,285,13.8,2,3.1,3.9,2,3.1
1,97,9.4,0,1.1,24.2,2,6.1
4,148,2.4,0,-0.2,18.2,2,4.0
1,312,24.0,0,0.3,2.8,2,2.3
3,619,14.5,0,0.7,14.2,2,6.9
1,236,13.1,0,0.7,3.6,2,2.4
3,99,10.2,0,0.6,0.7,2,3.5
3,707,11.0,0,1.3,4.2,2,1.1
3,557,20.3,1,1.3,3.7,2,1.8
3,306,11.0,13,12.2,15.4,2,4.0
2,471,10.8,0,1.0,22.4,3,4.8
2,279,1.7,7,4.7,22.1,2,3.2
3,216,10.8,0,0.7,20.7,2,3.2
1,370,10.5,0,1.3,23.6,3,6.9
1,425,24.0,0,0.0,3.3,2,0.3
1,206,13.4,1,5.1,9.9,2,2.1
3,295,14.3,12,9.5,15.5,2,4.0
4,139,17.5,0,0.6,9.1,2,2.9
2,440,18.7,0,0.6,22.8,3,4.8
2,345,23.8,0,0.8,0.7,2,3.1
1,409,3.0,2,2.2,21.2,2,3.5
1,411,18.2,0,0.6,1.8,2,4.6
4,100,15.5,1,1.3,3.6,2,2.7
3,654,6.1,2,3.0,4.3,2,2.1
3,232,19.7,3,3.0,24.5,3,3.1
3,689,8.7,0,0.9,14.4,2,4.5
4,634,10.9,0,0.0,2.5,2,0.4
2,272,10.2,0,1.0,22.5,3,6.5
2,423,24.0,0,0.0,0.9,2,2.2
4,616,5.7,0,0.9,5.8,2,1.1
3,485,12.7,0,0.8,6.0,2,4.9
3,535,19.4,0,1.3,19.4,2,4.3
2,100,16.4,2,2.6,9.6,2,3.5
1,622,11.0,0,0.8,0.9,2,2.7
1,637,7.8,0,1.2,14.5,2,4.8
3,625,24.0,0,0.6,0.8,2,3.8
1,509,9.1,3,2.9,8.3,2,3.3
3,612,13.0,2,2.8,2.8,2,0.4
1,706,10.9,0,0.9,22.2,3,5.0
2,524,16.4,0,0.8,17.3,2,8.3
2,43,5.7,2,5.0,14.5,2,4.3
4,706,10.2,0,0.8,20.6,2,4.8
3,155,13.2,0,1.0,22.6,3,8.0
5,101,13.7,0,0.7,2.7,2,3.2
1,524,8.8,2,1.9,14.8,2,1.4
3,318,16.4,1,1.3,7.9,2,2.5
4,398,14.4,2,3.1,0.2,2,1.8
3,63,6.6,2,2.7,14.1,2,2.0
4,31,8.8,22,16.3,27.1,3,4.2
4,172,12.9,0,0.7,0.5,2,3.0
2,251,3.6,0,1.0,8.0,2,7.0
2,527,11.7,2,2.7,3.8,2,1.7
3,419,12.1,3,4.5,5.1,2,3.4
3,30,12.3,2,2.8,24.0,3,4.6
2,504,9.2,0,2.1,18.0,2,2.5
1,35,19.0,0,1.0,23.6,3,17.3
4,176,6.7,6,7.0,17.3,2,3.5
1,629,20.9,4,4.1,1.6,2,3.6
5,177,22.9,1,1.6,0.7,2,4.5
3,22,20.6,0,0.8,25.0,3,5.0
2,227,12.8,0,0.9,18.0,2,6.6
1,278,15.7,0,1.0,23.9,3,6.3
3,624,14.0,3,2.8,5.6,2,2.5
2,107,11.5,2,2.3,21.2,2,4.8
3,314,6.0,1,2.0,19.5,2,3.3
3,260,18.0,4,3.5,3.4,2,2.0
2,347,14.3,0,0.5,5.8,2,4.4
1,7,1.7,0,0.7,24.4,3,5.0
3,367,5.8,3,5.3,2.0,2,0.2
1,62,5.7,0,1.0,23.5,3,4.5
3,441,13.5,13,10.4,15.1,2,4.9
3,209,15.9,0,1.6,24.2,3,4.2
3,316,13.0,0,0.9,25.1,3,5.8
1,146,4.7,1,1.2,20.8,2,5.2
1,483,16.9,0,0.6,25.1,3,5.1
1,569,10.0,1,1.3,20.1,2,3.8
1,646,6.9,0,2.5,28.2,3,5.1
3,246,19.5,1,1.9,24.4,3,13.4
3,238,11.8,1,1.6,20.4,2,4.2
1,650,17.3,0,1.1,24.7,3,6.4
1,224,10.1,0,0.8,22.9,3,6.7
1,523,14.5,1,1.9,9.1,2,3.0
3,373,15.0,8,9.4,7.7,2,3.5
3,180,7.9,7,10.0,6.4,2,2.3
2,466,22.0,1,3.2,4.1,2,3.3
2,430,18.8,1,0.9,24.0,3,5.2
1,299,12.8,1,5.6,9.4,2,2.5
4,183,18.3,5,4.3,5.9,2,2.4
3,297,14.4,0,0.9,22.5,3,6.0
3,575,6.7,0,1.0,25.4,3,5.0
4,217,14.5,6,11.4,24.1,3,3.2
1,616,10.0,2,3.1,19.1,2,4.6
4,438,11.5,0,1.3,5.9,2,1.7
2,180,7.0,0,0.6,6.5,2,1.8
1,482,24.0,0,0.0,3.7,2,1.0
1,681,13.3,3,4.0,17.3,2,3.9
3,331,17.9,0,0.0,4.5,2,0.0
3,181,15.0,2,2.9,3.3,2,2.6
5,116,16.6,0,0.8,25.4,3,8.1
3,261,3.8,0,0.8,5.6,2,1.7
2,478,20.7,1,1.4,4.4,2,5.8
2,291,5.6,0,0.8,17.4,2,10.2
3,33,10.3,0,0.4,4.0,2,3.0
3,164,5.0,6,8.8,23.7,2,5.2
3,411,14.9,0,0.8,14.4,2,6.0
1,475,10.9,0,0.8,14.4,2,8.2
1,597,10.7,1,2.1,15.2,2,5.3
2,600,10.6,0,0.9,20.1,2,5.6
3,374,14.8,4,3.9,19.9,2,4.2
3,54,15.7,0,1.5,4.1,2,0.5
3,657,16.7,0,1.0,18.9,2,8.1
2,323,9.4,0,0.8,25.4,3,5.3
1,280,12.2,6,6.8,8.8,2,4.6
3,580,19.3,0,0.9,1.8,2,1.3
2,161,5.0,0,0.8,3.4,2,4.0
1,293,14.0,0,0.8,18.7,2,4.0
2,540,20.5,5,4.5,1.2,2,2.5
1,540,18.3,4,5.7,6.8,2,1.7
3,223,8.6,4,7.3,5.9,2,1.0
2,106,21.4,0,1.3,24.0,3,8.7
4,395,9.0,0,0.7,20.2,2,7.8
1,245,16.8,0,2.0,17.4,2,4.4
2,387,9.5,0,0.8,24.5,3,5.0
1,174,17.0,8,5.8,14.6,2,2.3
3,588,9.8,0,0.8,25.8,3,7.6
4,13,8.9,2,5.5,13.7,2,3.6
4,552,13.7,2,2.4,3.5,2,0.8
4,238,8.0,0,0.7,25.7,3,6.5
2,322,12.0,1,2.6,5.7,2,3.0
3,399,3.0,2,2.3,25.5,3,4.1
1,76,14.6,0,0.8,0.6,2,2.0
1,284,8.5,3,10.2,12.4,2,5.6
3,287,12.1,3,2.8,8.8,2,3.5
1,141,6.3,0,0.6,4.3,2,2.2
1,461,18.1,0,0.8,25.7,3,7.6
1,589,13.2,0,0.7,20.8,3,5.3
5,201,5.5,2,2.4,5.3,2,3.5
3,661,4.8,1,3.0,6.4,2,3.0
4,552,17.9,5,4.8,5.3,2,3.0
4,49,11.0,0,1.1,24.0,3,13.1
2,25,13.8,0,0.9,5.7,2,2.3
1,686,3.1,1,2.2,17.3,2,2.7
3,690,5.3,0,0.5,18.5,2,6.3
3,661,6.8,0,1.1,10.5,2,1.6
3,569,2.5,3,2.5,8.4,2,4.3
1,340,21.3,2,3.4,5.0,2,6.5
1,367,20.2,1,1.7,1.6,2,4.0
3,635,16.0,0,1.0,17.9,2,1.2
2,677,6.1,2,3.2,4.3,2,1.4
4,555,15.2,1,2.6,0.5,2,3.2
2,32,16.3,0,0.8,2.4,2,0.5
3,539,6.0,6,6.8,5.2,2,2.5
1,155,2.5,0,0.8,15.7,2,7.8
1,51,11.4,2,2.8,8.4,2,0.7
3,211,12.5,0,0.9,20.8,2,3.4
2,200,6.7,2,4.7,8.9,2,2.4
3,700,3.0,1,2.8,21.2,2,5.5
1,76,9.2,0,1.1,25.1,3,7.0
4,412,15.8,0,1.2,2.9,2,2.7
2,423,13.0,12,11.6,10.9,2,1.3
3,328,15.5,10,8.9,20.1,2,2.7
2,463,8.4,2,1.1,2.1,2,2.2
1,594,8.0,1,2.5,3.5,2,2.0
4,352,18.1,0,1.0,23.7,3,9.0
3,504,9.0,1,3.9,16.4,2,4.8
3,563,16.3,0,0.4,10.8,2,2.4
1,51,12.0,15,11.1,12.1,2,3.9
4,26,24.0,0,1.7,2.3,2,0.0
1,627,12.7,0,1.1,24.3,3,8.7
1,402,6.3,2,1.9,8.9,2,2.5
2,644,16.5,8,8.0,24.8,3,3.7
1,96,19.1,0,1.4,20.4,2,4.7
1,439,16.6,0,1.0,2.7,2,5.7
3,134,12.9,3,3.6,5.9,2,2.3
1,551,11.1,0,2.0,16.5,2,11.1
1,588,12.1,1,1.8,18.8,2,3.0
4,138,9.8,0,1.2,1.8,2,2.3
1,672,24.0,0,0.0,1.7,2,2.6
3,307,14.0,11,12.8,7.4,2,4.9
1,568,19.3,0,0.9,7.6,2,2.3
4,511,13.3,0,0.6,18.3,2,4.5
3,86,7.3,0,1.0,24.0,3,6.5
1,71,18.9,5,4.8,7.2,2,2.9
4,192,15.7,0,1.3,25.3,3,4.9
4,452,13.3,8,10.5,24.9,3,3.1
2,112,4.9,7,6.6,10.4,2,3.2
2,33,12.8,16,11.2,10.9,2,3.2
3,37,6.8,21,17.2,5.3,2,1.7
1,219,9.7,1,1.5,4.1,2,0.9
2,423,4.3,0,-0.2,15.6,2,4.2
2,603,10.0,4,4.0,12.2,2,3.2
2,208,20.0,0,1.2,24.2,3,3.7
3,385,10.9,2,2.5,6.6,2,1.4
3,414,9.2,3,3.5,16.5,2,5.0
1,65,4.9,2,2.5,7.1,2,1.9
2,269,7.0,3,3.4,24.4,3,3.5
4,395,4.7,1,7.2,18.0,2,5.4
1,380,12.9,3,3.3,7.9,2,0.7
3,416,5.8,0,0.8,5.6,2,6.4
4,369,5.9,0,0.7,19.5,2,7.9
4,153,11.7,1,2.3,6.3,2,1.0
3,68,23.0,1,1.7,6.4,2,3.0
3,491,8.1,0,1.0,23.9,3,6.7
3,623,4.7,0,0.8,4.3,2,4.7
1,464,7.3,2,5.0,9.5,2,3.3
2,368,12.9,0,1.1,4.0,2,5.5
1,504,2.7,0,1.1,6.2,2,4.2
1,605,11.3,0,1.6,26.7,3,6.9
1,686,8.9,3,5.3,11.5,2,3.8
1,646,9.8,1,1.5,14.8,2,4.7
1,334,11.6,0,0.9,22.7,3,10.1
1,405,6.0,0,0.8,23.0,3,5.7
2,639,20.3,1,1.9,23.6,3,6.2
1,548,6.9,0,2.1,21.1,2,5.4
4,637,8.4,2,3.2,2.1,2,2.6
4,267,17.7,0,2.4,26.6,3,1.6
4,200,20.7,1,1.7,3.7,2,2.8
3,163,16.0,8,7.8,17.3,2,5.1
2,272,15.8,0,0.7,24.2,3,3.1
1,508,18.5,0,1.4,3.7,2,3.5
1,406,12.5,0,0.8,21.2,2,3.0
4,704,7.9,0,0.8,22.6,3,3.4
2,681,10.0,1,2.2,24.2,3,4.1
1,436,14.1,0,0.6,1.5,2,2.6
3,16,6.9,20,17.1,8.9,2,0.7
1,619,18.7,5,6.2,10.6,2,3.9
4,224,5.6,0,0.9,24.6,3,6.5
4,580,16.8,2,2.5,4.2,2,1.1
3,71,14.3,1,3.2,24.5,3,3.4
3,390,14.3,2,3.6,3.9,2,2.8
4,308,10.1,0,2.3,4.9,2,1.3
2,557,21.2,4,1.9,26.8,3,6.2
1,525,8.0,0,0.1,1.9,2,1.5
1,314,8.9,3,2.2,12.1,2,2.7
4,235,22.2,0,0.7,24.3,3,4.7
3,592,6.8,0,3.0,15.1,2,2.3
1,82,17.4,6,6.4,18.2,2,3.8
2,502,8.3,0,0.5,4.3,2,3.3
1,315,8.8,0,0.8,18.3,2,3.6
1,654,14.9,0,0.7,4.1,2,2.2
1,703,8.1,1,1.1,11.9,2,4.5
4,300,10.8,1,1.3,7.1,2,1.9
1,579,18.0,0,0.8,7.8,2,3.1
1,236,21.9,0,0.9,25.2,3,3.8
2,26,3.3,7,8.8,18.9,2,4.4
4,580,12.8,3,5.8,8.1,2,3.2
3,305,3.8,0,0.7,5.3,2,3.0
4,510,12.1,2,4.4,8.6,2,1.8
4,171,4.4,6,5.4,13.0,2,1.1
3,659,13.7,2,3.4,6.3,2,1.7
1,504,14.9,0,3.1,2.3,2,1.9
2,382,22.0,1,1.3,1.6,2,3.1
4,26,2.6,1,0.7,4.3,2,2.8
3,474,13.0,2,2.5,6.4,2,4.3
2,656,16.6,0,0.8,23.5,2,6.3
4,464,2.8,1,1.8,27.9,3,6.1
1,218,8.7,0,0.7,19.7,2,3.4
2,505,13.0,0,0.8,18.9,2,10.0
3,463,16.2,9,8.2,19.6,2,4.5
4,345,20.2,2,2.1,4.6,2,1.6
3,379,16.2,5,4.8,2.7,2,3.4
2,224,20.4,9,4.6,5.9,2,1.9
2,351,17.0,0,0.8,21.9,3,6.9
3,376,6.9,0,0.7,27.5,3,6.3
2,408,23.0,0,0.0,24.4,3,9.4
2,24,11.6,0,0.8,24.4,3,5.9
2,54,17.4,0,0.4,3.6,2,3.7
2,546,15.6,0,0.9,18.8,2,5.2
4,544,6.3,2,4.2,24.9,3,7.8
3,174,10.5,2,2.0,18.0,2,3.2
1,76,8.7,1,2.1,24.0,3,5.9
2,172,10.5,2,3.2,3.6,2,1.1
2,608,10.0,3,3.0,12.3,2,3.0
2,79,3.2,0,1.8,25.9,3,4.0
2,142,7.8,3,2.9,7.3,2,4.0
2,268,14.6,0,0.5,2.6,2,5.6
4,438,12.3,0,1.2,3.7,2,3.1
1,569,21.0,6,4.0,2.1,2,5.6
3,443,14.4,0,1.2,18.8,2,5.0
4,395,17.9,6,5.3,6.2,2,1.1
2,347,11.0,0,0.8,20.7,2,6.0
4,177,10.0,7,5.5,4.3,2,0.1
1,157,13.0,0,0.7,4.4,2,1.6
2,97,15.6,0,0.8,11.2,2,4.5
1,340,10.7,0,0.7,19.1,2,9.5
4,245,9.1,1,3.3,24.2,3,3.7
3,472,17.8,6,5.8,0.6,2,1.0
3,421,11.3,2,2.3,6.6,2,2.6
4,111,10.2,0,2.6,26.1,3,3.5
3,197,17.6,1,1.0,5.6,2,1.5
3,442,11.4,1,1.5,4.0,2,3.5
2,62,16.3,0,0.8,24.7,3,10.2
4,684,24.0,0,0.2,2.2,2,1.5
2,521,14.9,3,3.1,5.8,2,1.6
2,219,15.5,0,1.1,24.3,3,5.4
3,216,2.9,3,5.4,23.6,2,3.0
1,305,24.0,1,0.6,1.1,2,1.6
3,620,5.9,2,2.6,2.1,2,1.1
3,225,15.9,11,7.6,11.2,2,2.2
2,52,15.8,0,0.0,5.1,2,4.8
3,327,16.0,0,0.8,24.0,3,4.8
3,615,8.4,4,2.8,4.4,2,1.9
1,416,6.5,8,5.9,16.7,2,3.8
2,198,11.9,0,0.8,21.1,2,5.7
2,424,15.5,0,0.9,24.2,3,4.4
4,524,5.3,0,0.7,10.1,2,3.7
1,498,13.6,0,1.2,13.8,2,11.9
3,384,12.5,13,10.8,24.6,3,4.0
4,192,11.3,0,0.8,14.3,2,3.8
4,103,9.8,0,0.8,25.8,3,5.3
1,203,5.3,3,3.5,22.5,2,4.5
3,359,6.0,1,2.5,7.7,2,1.6
3,47,12.2,0,1.6,5.3,2,3.3
1,605,12.7,2,5.5,18.6,2,2.0
4,83,12.0,3,5.6,7.3,2,2.0
4,658,8.6,3,4.2,3.9,2,0.6
4,127,9.4,3,5.1,22.5,2,4.6
4,426,8.4,12,10.0,8.4,2,1.9
4,52,14.7,0,0.5,3.7,2,1.5
2,422,9.1,0,0.1,1.7,2,2.0
2,404,8.2,0,0.7,24.8,3,7.8
3,411,19.0,0,0.9,24.3,3,6.5
4,633,11.6,4,6.1,2.7,2,6.5
1,175,12.0,4,4.6,8.4,2,1.9
5,163,11.6,1,1.2,16.8,2,3.1
2,24,18.6,6,4.7,18.6,2,9.6
1,403,8.4,0,1.0,17.4,2,5.3
4,556,13.6,0,1.3,12.9,2,4.7
2,166,8.4,8,7.9,20.8,2,4.5
4,127,1.6,2,2.0,14.2,2,3.1
3,271,14.1,0,0.8,4.4,2,1.6
3,630,22.7,0,0.9,24.7,3,5.7
3,276,4.6,1,3.4,2.7,2,2.3
4,352,8.8,0,1.1,16.2,2,1.5
4,83,16.6,8,7.4,5.9,2,2.9
2,682,24.0,0,0.1,3.1,2,1.8
4,497,1.0,2,2.0,18.4,2,3.3
1,241,17.0,6,5.8,3.0,2,2.5
4,513,9.8,0,0.9,23.1,3,2.7
1,494,13.4,8,4.0,2.9,2,2.6
2,457,15.5,4,5.2,18.4,2,4.8
1,251,20.6,0,1.4,6.0,2,3.3
4,489,10.6,1,7.0,21.0,2,3.6
2,67,13.0,0,0.9,24.7,3,5.8
2,127,14.3,0,1.1,20.0,2,5.8
4,53,23.3,0,0.8,22.8,3,7.3
1,594,14.7,4,4.8,9.6,2,2.8
2,709,13.5,0,0.7,23.8,3,5.5
2,23,3.6,0,0.9,22.4,3,4.7
4,521,4.8,2,3.7,13.7,2,3.3
2,494,11.7,0,0.8,19.2,2,5.4
1,48,16.7,9,7.2,4.2,2,2.0
1,535,12.4,1,5.2,14.3,2,6.3
4,135,22.5,0,1.7,6.7,2,3.9
2,134,9.4,0,0.8,22.6,3,4.1
4,299,11.6,0,0.8,21.3,2,6.6
2,438,10.0,6,6.5,6.5,2,2.0
3,104,14.0,4,3.4,7.0,2,3.6
2,256,22.0,0,1.0,26.0,3,6.4
2,314,14.7,0,0.5,1.5,2,2.0
1,169,6.1,8,5.6,17.7,2,7.2
2,643,8.6,0,0.9,19.4,2,6.0
1,282,17.9,3,2.5,1.5,2,2.7
1,402,20.0,0,0.8,25.1,3,5.9
3,401,20.9,0,0.8,21.2,2,9.2
3,365,5.7,0,0.7,1.5,2,3.4
1,262,9.6,0,0.9,3.0,2,6.3
2,445,9.0,1,2.0,13.2,2,4.4
3,522,7.9,1,1.0,3.5,2,1.1
4,519,9.9,2,2.1,5.8,2,2.0
4,581,9.0,5,4.4,20.1,2,5.2
1,705,8.8,3,4.0,6.0,2,3.5
4,585,23.8,0,0.9,3.7,2,1.4
3,703,6.9,1,1.6,1.0,2,2.4
2,48,12.2,3,5.4,9.3,2,2.5
1,184,12.4,0,0.7,6.9,2,3.6
1,600,15.6,1,1.2,12.0,2,1.8
2,641,6.3,1,1.9,3.7,2,1.3
2,526,1.9,3,4.1,23.9,2,4.8
4,65,6.6,1,2.5,9.2,2,1.8
1,173,10.9,0,0.7,22.9,3,8.6
1,426,13.0,0,1.1,18.8,2,5.2
3,445,0.5,5,6.1,8.0,2,3.1
3,83,9.1,2,2.6,0.8,2,1.7
3,460,7.1,2,5.1,1.6,2,3.1
2,651,11.8,0,0.8,23.3,3,3.6
3,242,4.8,0,0.9,23.8,3,4.2
3,707,10.7,0,0.6,3.7,2,4.4
2,409,23.9,0,0.1,3.3,2,2.1
1,344,11.8,0,0.7,24.6,3,6.3
1,351,12.9,13,8.7,20.4,2,8.8
2,44,17.7,0,0.8,3.4,2,2.4
2,227,10.2,2,3.4,0.3,2,2.1
1,425,15.8,8,6.8,21.4,2,4.1
3,26,3.5,0,0.7,23.5,3,4.7
2,575,11.0,2,2.8,10.7,2,2.6
3,456,12.6,4,5.2,3.2,2,1.6
2,547,8.1,0,0.9,20.9,2,9.0
1,663,11.9,1,2.0,5.1,2,2.1
4,215,2.7,0,0.9,16.0,2,3.5
1,475,19.7,1,1.5,8.2,2,2.1
4,290,12.2,0,0.8,22.2,3,6.1
2,466,20.8,0,0.9,2.0,2,2.5
2,144,10.5,1,4.8,6.5,2,1.7
2,593,3.8,0,1.2,1.8,2,1.2
4,410,5.1,5,5.6,13.9,2,8.3
1,674,6.3,0,0.8,20.0,2,12.2
3,426,22.4,0,0.1,4.8,2,1.8
2,709,12.8,2,2.0,5.2,2,1.4
4,573,24.0,0,0.0,6.3,2,2.8
3,128,10.9,0,4.6,24.8,3,5.2
2,113,8.0,0,0.8,2.9,2,2.4
3,549,15.5,0,0.8,19.5,2,6.6
4,336,12.4,0,0.5,2.2,2,3.5
3,106,5.4,0,0.9,27.0,3,5.3
4,527,12.3,6,6.8,2.1,2,2.2
3,608,5.4,1,2.4,5.8,2,0.7
4,366,17.6,6,5.6,9.8,2,2.2
3,154,14.1,1,1.3,2.5,2,2.0
2,703,7.0,0,0.8,11.6,2,6.5
4,514,13.0,3,3.1,18.8,2,2.5
2,298,19.4,0,0.8,7.2,2,2.6
1,570,24.0,0,0.0,4.2,2,2.6
4,83,24.0,0,0.0,24.0,2,15.2
2,82,8.6,0,1.4,24.5,3,16.6
1,214,20.2,3,3.7,3.8,2,4.4
1,330,15.3,0,0.8,3.6,2,1.5
4,566,15.0,0,0.5,2.4,2,5.9
2,406,7.8,0,0.8,21.4,2,5.6
1,252,18.7,0,0.2,1.6,2,5.4
1,30,14.0,14,10.2,3.0,2,3.3
1,658,13.7,2,2.5,4.1,2,4.4
3,607,4.1,4,5.2,10.5,2,2.1
3,670,13.6,0,1.0,24.6,3,8.3
3,414,14.7,0,0.9,19.4,2,5.4
1,621,8.5,3,2.5,0.7,2,2.0
2,426,12.8,0,0.7,2.6,2,1.0
3,322,8.3,1,1.0,10.3,2,4.2
4,354,12.3,14,11.1,24.2,3,3.8
3,710,14.1,11,10.1,9.7,2,6.4
1,661,1.2,1,1.9,23.2,3,3.7
4,194,3.9,2,3.9,3.9,2,2.0
1,437,13.7,6,4.8,5.6,2,3.8
4,122,9.2,0,1.0,18.5,2,5.0
2,334,2.0,10,6.5,9.0,2,2.5
4,636,5.4,7,5.0,17.5,2,3.3
1,297,13.1,0,1.7,2.0,2,2.6
2,501,11.9,1,1.3,8.9,2,1.7
2,391,21.6,0,0.9,11.6,2,3.6
4,121,9.0,2,1.6,12.1,2,1.9
2,383,22.7,1,2.6,0.8,2,1.2
2,414,5.6,2,2.0,9.1,2,3.2
1,114,16.0,0,1.2,24.8,3,2.0
3,248,7.4,2,2.3,7.4,2,2.7
4,587,18.1,0,0.6,3.4,2,8.5
1,236,7.0,0,5.6,12.9,2,4.0
2,522,11.0,1,1.7,20.1,2,4.9
1,544,18.4,1,2.7,14.5,2,4.1
2,337,10.5,0,0.8,23.6,3,5.5
2,403,9.1,2,1.6,21.1,2,5.8
3,705,8.9,0,0.0,28.5,2,14.8
4,41,5.4,5,6.6,7.3,2,0.8
3,54,10.2,0,0.8,5.8,2,3.4
3,581,4.9,0,0.9,25.2,3,4.4
3,207,12.5,0,2.2,21.2,2,5.8
2,383,19.2,0,0.9,23.6,3,8.5
1,617,16.4,1,1.8,2.4,2,3.8
1,183,17.6,1,1.6,4.1,2,2.8
2,226,16.6,8,7.6,2.9,2,2.4
2,230,12.6,0,2.0,3.0,2,3.0
2,189,6.7,0,1.2,26.4,3,2.9
4,420,11.9,0,0.9,24.4,3,12.0
4,497,8.0,4,5.1,12.0,2,3.9
3,703,6.8,0,0.6,22.3,3,4.0
2,222,15.1,3,3.6,12.8,2,3.1
2,623,12.0,7,5.5,5.6,2,1.8
2,198,12.0,0,0.8,19.7,2,8.2
3,417,23.7,0,0.1,1.5,2,3.5
3,396,8.8,2,2.3,2.2,2,0.5
4,408,14.6,0,0.6,1.2,2,1.7
2,80,11.0,0,0.7,4.2,2,5.4
2,178,7.9,2,3.0,16.0,2,6.0
2,637,19.0,0,0.9,25.9,3,5.0
4,629,5.2,2,4.2,0.6,2,4.1
4,502,17.9,0,0.8,26.2,3,6.0
1,225,5.4,0,0.6,23.0,3,4.0
1,676,2.1,4,5.8,8.5,2,1.7
1,316,8.3,1,2.7,17.5,2,5.7
1,670,12.0,0,0.8,18.5,2,6.4
1,359,16.8,5,5.0,13.3,2,4.8
4,22,6.7,0,1.0,22.6,3,6.6
3,54,8.6,4,4.3,21.9,2,4.6
3,440,9.2,9,7.6,3.8,2,1.7
2,31,18.1,4,4.7,2.0,2,3.3
1,284,21.9,0,2.1,4.9,2,0.9
3,23,2.3,0,0.8,26.1,3,5.6
1,545,11.3,1,2.2,6.8,2,3.6
1,342,8.9,0,1.1,13.9,2,5.4
4,97,3.6,0,1.4,20.2,2,4.0
2,44,16.4,6,6.1,7.7,2,0.1
3,382,15.0,0,0.9,24.4,3,7.8
1,479,10.4,5,3.4,13.2,2,4.5
4,323,5.8,4,5.2,6.6,2,4.1
4,626,7.5,0,0.9,24.8,3,3.7
3,264,23.2,1,1.3,4.5,2,3.1
2,617,9.7,4,6.6,9.0,2,2.9
1,364,10.0,1,2.2,15.7,2,3.7
4,191,15.2,8,7.4,6.4,2,0.9
1,623,19.0,0,0.8,19.1,2,7.5
2,65,16.0,0,0.8,14.4,2,4.4
2,217,12.8,2,1.9,7.8,2,4.4
4,136,7.2,0,1.0,22.6,3,4.8
1,349,4.7,0,0.7,26.7,3,6.8
3,382,15.8,2,2.3,4.2,2,1.0
1,119,14.1,3,2.0,6.6,2,1.4
1,326,17.9,5,5.0,5.2,2,1.6
2,309,19.7,0,0.7,24.9,3,7.6
2,610,15.1,9,8.6,17.3,2,4.3
4,534,24.0,0,0.9,2.9,2,0.2
3,413,8.4,1,2.6,10.4,2,2.1
3,551,12.9,0,1.0,23.0,3,3.2
3,405,4.4,7,5.6,5.4,2,3.5
2,532,15.8,1,1.7,19.4,2,4.4
4,669,6.6,2,4.2,20.2,2,3.4
1,33,1.0,1,3.6,11.4,2,1.8
3,469,14.3,9,9.7,15.5,2,3.4
1,621,6.0,1,1.0,18.1,2,2.6
2,191,14.2,0,-0.4,6.4,2,6.2
4,647,10.8,0,1.6,5.8,2,0.1
3,475,14.3,2,2.2,7.5,2,1.8
4,529,4.9,12,8.4,13.9,2,3.8
4,108,14.9,0,0.8,24.6,3,10.0
2,650,8.5,0,0.6,6.8,2,5.3
3,163,8.0,0,0.6,3.9,2,2.5
3,632,1.8,2,2.2,9.2,2,1.5
1,687,5.3,0,0.8,18.7,2,6.8
2,80,15.5,4,6.4,4.2,2,3.5
1,516,10.1,2,3.2,14.9,2,3.3
2,526,14.6,0,0.9,24.9,3,5.6
1,607,19.1,5,3.8,29.4,3,4.7
4,498,12.5,4,2.6,15.4,2,1.2
4,141,14.0,2,2.0,11.5,2,2.0
2,659,9.6,0,0.9,25.4,3,6.4
2,321,20.0,0,0.6,2.1,2,11.5
4,123,14.8,10,10.1,1.6,2,1.1
3,32,9.0,0,0.0,1.0,2,0.0
4,670,8.0,2,1.9,4.0,2,5.9
2,80,15.9,8,8.8,24.5,3,3.4
4,267,6.0,9,8.9,18.7,2,5.3
3,586,14.3,12,10.1,15.0,2,4.6
2,600,24.0,0,0.7,4.4,2,2.9
3,50,6.4,0,0.8,25.1,3,6.7
4,376,8.1,0,0.7,1.2,2,1.6
1,300,16.8,7,6.7,10.9,2,2.0
2,474,24.0,0,0.2,5.2,2,3.5
2,682,18.3,6,5.0,21.4,2,7.2
3,349,14.1,1,1.5,21.0,2,4.1
4,129,0.7,0,0.8,21.5,2,13.1
1,79,13.1,0,0.8,14.4,2,5.8
3,80,13.9,0,0.8,19.0,2,5.2
4,308,23.8,2,1.5,13.5,2,2.9
2,325,18.9,0,1.1,15.2,2,8.5
2,588,4.5,0,0.7,24.1,3,5.2
1,282,23.3,1,1.6,6.9,2,0.6
4,32,4.4,0,0.9,19.8,2,5.5
2,210,15.2,1,2.5,27.7,3,6.5
2,553,9.2,0,0.9,24.4,3,11.5
3,50,5.1,2,5.3,14.3,2,4.0
1,576,12.4,15,12.2,9.5,2,1.8
1,143,21.0,0,1.0,24.6,3,5.0
